date,egp_usd_rate,cbe_corridor_rate,risk_free_rate_eg,inflation_rate
10/29/2022,24.04790677,0.1325,0.1625,0.06
10/30/2022,24.07766351,0.1325,0.1625,0.06
10/31/2022,23.94201762,0.1325,0.1625,0.06
11/1/2022,24.18887841,0.1325,0.1625,0.06
11/2/2022,23.85290812,0.1325,0.1625,0.06
11/3/2022,23.82427501,0.1325,0.1625,0.06
11/4/2022,24.02693422,0.1325,0.1625,0.06
11/5/2022,24.1256518,0.1325,0.1625,0.06
11/6/2022,24.20207132,0.1325,0.1625,0.06
11/7/2022,23.94493389,0.1325,0.1625,0.06
11/8/2022,24.1294417,0.1325,0.1625,0.06
11/9/2022,23.99537898,0.1325,0.1625,0.06
11/10/2022,23.97928472,0.1325,0.1625,0.06
11/11/2022,24.10603919,0.1325,0.1625,0.06
11/12/2022,24.07827875,0.1325,0.1625,0.06
11/13/2022,23.81083294,0.1325,0.1625,0.06
11/14/2022,24.17718484,0.1325,0.1625,0.06
11/15/2022,24.16561096,0.1325,0.1625,0.06
11/16/2022,23.92493248,0.1325,0.1625,0.06
11/17/2022,24.04749642,0.1325,0.1625,0.06
11/18/2022,24.05928362,0.1325,0.1625,0.06
11/19/2022,24.03128085,0.1325,0.1625,0.06
11/20/2022,23.93396338,0.1325,0.1625,0.06
11/21/2022,23.9194052,0.1325,0.1625,0.06
11/22/2022,23.99693351,0.1325,0.1625,0.06
11/23/2022,24.14072748,0.1325,0.1625,0.06
11/24/2022,24.06523202,0.1325,0.1625,0.06
11/25/2022,23.95552628,0.1325,0.1625,0.06
11/26/2022,24.09260385,0.1325,0.1625,0.06
11/27/2022,23.65817489,0.1325,0.1625,0.06
11/28/2022,24.13785188,0.1325,0.1625,0.06
11/29/2022,23.79123435,0.1325,0.1625,0.06
11/30/2022,23.95650709,0.1325,0.1625,0.06
12/1/2022,23.86563961,0.1325,0.1625,0.06
12/2/2022,23.84463822,0.1325,0.1625,0.06
12/3/2022,24.13929921,0.1325,0.1625,0.06
12/4/2022,23.94387586,0.1325,0.1625,0.06
12/5/2022,24.04158047,0.1325,0.1625,0.06
12/6/2022,23.99436953,0.1325,0.1625,0.06
12/7/2022,24.0572449,0.1325,0.1625,0.06
12/8/2022,24.00921863,0.1325,0.1625,0.06
12/9/2022,23.84604093,0.1325,0.1625,0.06
12/10/2022,24.11955202,0.1325,0.1625,0.06
12/11/2022,23.94074921,0.1325,0.1625,0.06
12/12/2022,23.81321017,0.1325,0.1625,0.06
12/13/2022,23.94862618,0.1325,0.1625,0.06
12/14/2022,24.18009117,0.1325,0.1625,0.06
12/15/2022,24.10202661,0.1325,0.1625,0.06
12/16/2022,23.95816174,0.1325,0.1625,0.06
12/17/2022,23.95808908,0.1325,0.1625,0.06
12/18/2022,23.96140379,0.1325,0.1625,0.06
12/19/2022,24.24920976,0.1325,0.1625,0.06
12/20/2022,24.04583225,0.1325,0.1625,0.06
12/21/2022,24.051605,0.1325,0.1625,0.06
12/22/2022,24.12363401,0.1925,0.2225,0.06
12/23/2022,24.0286547,0.1925,0.2225,0.06
12/24/2022,23.96891494,0.1925,0.2225,0.06
12/25/2022,23.97643802,0.1925,0.2225,0.06
12/26/2022,23.99140785,0.1925,0.2225,0.06
12/27/2022,23.99553333,0.1925,0.2225,0.06
12/28/2022,24.08731555,0.1925,0.2225,0.06
12/29/2022,24.00623351,0.1925,0.2225,0.06
12/30/2022,24.08791681,0.1925,0.2225,0.06
12/31/2022,23.99031401,0.1925,0.2225,0.06
1/1/2023,24.00943622,0.1925,0.2225,0.35
1/2/2023,23.76021592,0.1925,0.2225,0.35
1/3/2023,24.10995932,0.1925,0.2225,0.35
1/4/2023,30.95353247,0.1925,0.2225,0.35
1/5/2023,31.05419256,0.1925,0.2225,0.35
1/6/2023,30.45252854,0.1925,0.2225,0.35
1/7/2023,31.22265389,0.1925,0.2225,0.35
1/8/2023,30.8784334,0.1925,0.2225,0.35
1/9/2023,31.07121425,0.1925,0.2225,0.35
1/10/2023,30.73933453,0.1925,0.2225,0.35
1/11/2023,30.99467357,0.1925,0.2225,0.35
1/12/2023,30.7372473,0.1925,0.2225,0.35
1/13/2023,30.8036277,0.1925,0.2225,0.35
1/14/2023,31.19571784,0.1925,0.2225,0.35
1/15/2023,30.87053957,0.1925,0.2225,0.35
1/16/2023,30.93359338,0.1925,0.2225,0.35
1/17/2023,31.03442546,0.1925,0.2225,0.35
1/18/2023,30.97658285,0.1925,0.2225,0.35
1/19/2023,30.92323972,0.1925,0.2225,0.35
1/20/2023,30.95638647,0.1925,0.2225,0.35
1/21/2023,31.27132771,0.1925,0.2225,0.35
1/22/2023,30.8910979,0.1925,0.2225,0.35
1/23/2023,30.9310698,0.1925,0.2225,0.35
1/24/2023,31.0623261,0.1925,0.2225,0.35
1/25/2023,31.07080376,0.1925,0.2225,0.35
1/26/2023,31.08339618,0.1925,0.2225,0.35
1/27/2023,30.99868382,0.1925,0.2225,0.35
1/28/2023,30.72340574,0.1925,0.2225,0.35
1/29/2023,31.15236517,0.1925,0.2225,0.35
1/30/2023,30.72288964,0.1925,0.2225,0.35
1/31/2023,30.94675718,0.1925,0.2225,0.35
2/1/2023,30.78346438,0.1925,0.2225,0.35
2/2/2023,30.89009063,0.1925,0.2225,0.35
2/3/2023,30.95079379,0.1925,0.2225,0.35
2/4/2023,30.94964969,0.1925,0.2225,0.35
2/5/2023,30.96518676,0.1925,0.2225,0.35
2/6/2023,31.14931839,0.1925,0.2225,0.35
2/7/2023,30.97007105,0.1925,0.2225,0.35
2/8/2023,30.8622778,0.1925,0.2225,0.35
2/9/2023,31.04895147,0.1925,0.2225,0.35
2/10/2023,31.08377319,0.1925,0.2225,0.35
2/11/2023,30.71033459,0.1925,0.2225,0.35
2/12/2023,30.99229831,0.1925,0.2225,0.35
2/13/2023,31.00833119,0.1925,0.2225,0.35
2/14/2023,30.85402644,0.1925,0.2225,0.35
2/15/2023,31.1125467,0.1925,0.2225,0.35
2/16/2023,30.87681641,0.1925,0.2225,0.35
2/17/2023,30.91940156,0.1925,0.2225,0.35
2/18/2023,30.8732604,0.1925,0.2225,0.35
2/19/2023,30.90240696,0.1925,0.2225,0.35
2/20/2023,30.7306255,0.1925,0.2225,0.35
2/21/2023,30.67751214,0.1925,0.2225,0.35
2/22/2023,31.14635103,0.1925,0.2225,0.35
2/23/2023,30.76914447,0.1925,0.2225,0.35
2/24/2023,30.74682988,0.1925,0.2225,0.35
2/25/2023,30.56730123,0.1925,0.2225,0.35
2/26/2023,30.80128041,0.1925,0.2225,0.35
2/27/2023,30.69558263,0.1925,0.2225,0.35
2/28/2023,31.15369134,0.1925,0.2225,0.35
3/1/2023,31.05601674,0.1925,0.2225,0.35
3/2/2023,30.79368077,0.1925,0.2225,0.35
3/3/2023,31.24800133,0.1925,0.2225,0.35
3/4/2023,31.05168277,0.1925,0.2225,0.35
3/5/2023,30.84981355,0.1925,0.2225,0.35
3/6/2023,30.51384182,0.1925,0.2225,0.35
3/7/2023,31.25395063,0.1925,0.2225,0.35
3/8/2023,30.68531105,0.1925,0.2225,0.35
3/9/2023,30.64578589,0.1925,0.2225,0.35
3/10/2023,31.05798713,0.1925,0.2225,0.35
3/11/2023,31.27694175,0.1925,0.2225,0.35
3/12/2023,31.11387015,0.1925,0.2225,0.35
3/13/2023,30.98712396,0.1925,0.2225,0.35
3/14/2023,30.99188955,0.1925,0.2225,0.35
3/15/2023,31.0318527,0.1925,0.2225,0.35
3/16/2023,31.01725447,0.1925,0.2225,0.35
3/17/2023,30.94344408,0.1925,0.2225,0.35
3/18/2023,30.91609907,0.1925,0.2225,0.35
3/19/2023,30.89032936,0.1925,0.2225,0.35
3/20/2023,30.78351247,0.1925,0.2225,0.35
3/21/2023,30.8566357,0.1925,0.2225,0.35
3/22/2023,30.63843817,0.1925,0.2225,0.35
3/23/2023,30.88480653,0.1925,0.2225,0.35
3/24/2023,30.74726267,0.1925,0.2225,0.35
3/25/2023,30.72949545,0.1925,0.2225,0.35
3/26/2023,30.92779365,0.1925,0.2225,0.35
3/27/2023,31.11506435,0.1925,0.2225,0.35
3/28/2023,31.04187992,0.1925,0.2225,0.35
3/29/2023,30.65735766,0.1925,0.2225,0.35
3/30/2023,30.74710245,0.1925,0.2225,0.35
3/31/2023,31.04534915,0.1925,0.2225,0.35
4/1/2023,30.7482057,0.1925,0.2225,0.35
4/2/2023,30.86529418,0.1925,0.2225,0.35
4/3/2023,30.98498305,0.1925,0.2225,0.35
4/4/2023,30.75039078,0.1925,0.2225,0.35
4/5/2023,30.91628052,0.1925,0.2225,0.35
4/6/2023,30.69389306,0.1925,0.2225,0.35
4/7/2023,30.8070887,0.1925,0.2225,0.35
4/8/2023,30.94940631,0.1925,0.2225,0.35
4/9/2023,30.65388247,0.1925,0.2225,0.35
4/10/2023,30.96805335,0.1925,0.2225,0.35
4/11/2023,30.89696596,0.1925,0.2225,0.35
4/12/2023,30.9853597,0.1925,0.2225,0.35
4/13/2023,30.93459473,0.1925,0.2225,0.35
4/14/2023,31.1107597,0.1925,0.2225,0.35
4/15/2023,30.91934719,0.1925,0.2225,0.35
4/16/2023,30.83365684,0.1925,0.2225,0.35
4/17/2023,30.91889496,0.1925,0.2225,0.35
4/18/2023,30.98393955,0.1925,0.2225,0.35
4/19/2023,30.90754888,0.1925,0.2225,0.35
4/20/2023,30.90627142,0.1925,0.2225,0.35
4/21/2023,30.79154228,0.1925,0.2225,0.35
4/22/2023,30.79758181,0.1925,0.2225,0.35
4/23/2023,30.68329749,0.1925,0.2225,0.35
4/24/2023,31.17030961,0.1925,0.2225,0.35
4/25/2023,30.70782313,0.1925,0.2225,0.35
4/26/2023,30.79294615,0.1925,0.2225,0.35
4/27/2023,30.78900608,0.1925,0.2225,0.35
4/28/2023,31.03826582,0.1925,0.2225,0.35
4/29/2023,30.85443027,0.1925,0.2225,0.35
4/30/2023,31.09277615,0.1925,0.2225,0.35
5/1/2023,30.7959457,0.1925,0.2225,0.35
5/2/2023,30.9431046,0.1925,0.2225,0.35
5/3/2023,30.77093888,0.1925,0.2225,0.35
5/4/2023,31.23142554,0.1925,0.2225,0.35
5/5/2023,30.71651604,0.1925,0.2225,0.35
5/6/2023,30.9478673,0.1925,0.2225,0.35
5/7/2023,30.99791853,0.1925,0.2225,0.35
5/8/2023,30.96393196,0.1925,0.2225,0.35
5/9/2023,30.87137306,0.1925,0.2225,0.35
5/10/2023,30.8799427,0.1925,0.2225,0.35
5/11/2023,30.90676887,0.1925,0.2225,0.35
5/12/2023,30.87728819,0.1925,0.2225,0.35
5/13/2023,31.04891932,0.1925,0.2225,0.35
5/14/2023,31.2415258,0.1925,0.2225,0.35
5/15/2023,30.81386752,0.1925,0.2225,0.35
5/16/2023,30.68836544,0.1925,0.2225,0.35
5/17/2023,30.88636042,0.1925,0.2225,0.35
5/18/2023,31.29856509,0.1925,0.2225,0.35
5/19/2023,30.77583228,0.1925,0.2225,0.35
5/20/2023,31.15324355,0.1925,0.2225,0.35
5/21/2023,31.15920478,0.1925,0.2225,0.35
5/22/2023,30.81447062,0.1925,0.2225,0.35
5/23/2023,30.98790789,0.1925,0.2225,0.35
5/24/2023,31.15158728,0.1925,0.2225,0.35
5/25/2023,30.84142476,0.1925,0.2225,0.35
5/26/2023,30.86854683,0.1925,0.2225,0.35
5/27/2023,30.8101303,0.1925,0.2225,0.35
5/28/2023,30.74322009,0.1925,0.2225,0.35
5/29/2023,30.79968662,0.1925,0.2225,0.35
5/30/2023,30.71090123,0.1925,0.2225,0.35
5/31/2023,30.9052659,0.1925,0.2225,0.35
6/1/2023,30.78103914,0.1925,0.2225,0.35
6/2/2023,30.93611992,0.1925,0.2225,0.35
6/3/2023,30.65961412,0.1925,0.2225,0.35
6/4/2023,30.951121,0.1925,0.2225,0.35
6/5/2023,31.02878022,0.1925,0.2225,0.35
6/6/2023,30.59196784,0.1925,0.2225,0.35
6/7/2023,30.95779174,0.1925,0.2225,0.35
6/8/2023,31.08967486,0.1925,0.2225,0.35
6/9/2023,30.71311046,0.1925,0.2225,0.35
6/10/2023,31.15841243,0.1925,0.2225,0.35
6/11/2023,30.96473844,0.1925,0.2225,0.35
6/12/2023,30.79107567,0.1925,0.2225,0.35
6/13/2023,30.89138368,0.1925,0.2225,0.35
6/14/2023,30.98626151,0.1925,0.2225,0.35
6/15/2023,30.91174283,0.1925,0.2225,0.35
6/16/2023,30.9832378,0.1925,0.2225,0.35
6/17/2023,30.75775593,0.1925,0.2225,0.35
6/18/2023,30.92616625,0.1925,0.2225,0.35
6/19/2023,30.68158111,0.1925,0.2225,0.35
6/20/2023,30.88281557,0.1925,0.2225,0.35
6/21/2023,30.76034627,0.1925,0.2225,0.35
6/22/2023,30.78636062,0.1925,0.2225,0.35
6/23/2023,31.0909764,0.1925,0.2225,0.35
6/24/2023,31.06860741,0.1925,0.2225,0.35
6/25/2023,30.99411184,0.1925,0.2225,0.35
6/26/2023,30.73123768,0.1925,0.2225,0.35
6/27/2023,30.85111489,0.1925,0.2225,0.35
6/28/2023,31.08742359,0.1925,0.2225,0.35
6/29/2023,30.92189526,0.1925,0.2225,0.35
6/30/2023,31.25833641,0.1925,0.2225,0.35
7/1/2023,30.96076761,0.1925,0.2225,0.35
7/2/2023,30.92967159,0.1925,0.2225,0.35
7/3/2023,30.85224151,0.1925,0.2225,0.35
7/4/2023,30.92063207,0.1925,0.2225,0.35
7/5/2023,30.87644341,0.1925,0.2225,0.35
7/6/2023,31.00940279,0.1925,0.2225,0.35
7/7/2023,31.04781051,0.1925,0.2225,0.35
7/8/2023,30.77856463,0.1925,0.2225,0.35
7/9/2023,30.69432451,0.1925,0.2225,0.35
7/10/2023,30.61630627,0.1925,0.2225,0.35
7/11/2023,30.97848466,0.1925,0.2225,0.35
7/12/2023,30.72952986,0.1925,0.2225,0.35
7/13/2023,30.5673784,0.1925,0.2225,0.35
7/14/2023,30.96003539,0.1925,0.2225,0.35
7/15/2023,31.28516843,0.1925,0.2225,0.35
7/16/2023,30.89906204,0.1925,0.2225,0.35
7/17/2023,31.02954682,0.1925,0.2225,0.35
7/18/2023,30.91264264,0.1925,0.2225,0.35
7/19/2023,30.88472155,0.1925,0.2225,0.35
7/20/2023,31.04199732,0.1925,0.2225,0.35
7/21/2023,30.85515258,0.1925,0.2225,0.35
7/22/2023,30.94131211,0.1925,0.2225,0.35
7/23/2023,30.94970231,0.1925,0.2225,0.35
7/24/2023,30.79678002,0.1925,0.2225,0.35
7/25/2023,31.05327054,0.1925,0.2225,0.35
7/26/2023,30.87296872,0.1925,0.2225,0.35
7/27/2023,30.78323737,0.1925,0.2225,0.35
7/28/2023,30.98289077,0.1925,0.2225,0.35
7/29/2023,30.7611867,0.1925,0.2225,0.35
7/30/2023,30.90435399,0.1925,0.2225,0.35
7/31/2023,30.89859112,0.1925,0.2225,0.35
8/1/2023,31.06777086,0.1925,0.2225,0.35
8/2/2023,30.97334088,0.1925,0.2225,0.35
8/3/2023,30.89613333,0.1925,0.2225,0.35
8/4/2023,31.02634489,0.1925,0.2225,0.35
8/5/2023,31.11478707,0.1925,0.2225,0.35
8/6/2023,30.98618169,0.1925,0.2225,0.35
8/7/2023,30.90159948,0.1925,0.2225,0.35
8/8/2023,30.6973213,0.1925,0.2225,0.35
8/9/2023,30.73543994,0.1925,0.2225,0.35
8/10/2023,30.85284278,0.1925,0.2225,0.35
8/11/2023,30.80583036,0.1925,0.2225,0.35
8/12/2023,30.87111293,0.1925,0.2225,0.35
8/13/2023,30.90875241,0.1925,0.2225,0.35
8/14/2023,30.98183753,0.1925,0.2225,0.35
8/15/2023,30.88910794,0.1925,0.2225,0.35
8/16/2023,30.9751645,0.1925,0.2225,0.35
8/17/2023,30.9099613,0.1925,0.2225,0.35
8/18/2023,30.59479042,0.1925,0.2225,0.35
8/19/2023,30.75487268,0.1925,0.2225,0.35
8/20/2023,30.87773847,0.1925,0.2225,0.35
8/21/2023,30.71310216,0.1925,0.2225,0.35
8/22/2023,30.99268899,0.1925,0.2225,0.35
8/23/2023,31.136501,0.1925,0.2225,0.35
8/24/2023,31.08829871,0.1925,0.2225,0.35
8/25/2023,30.86702308,0.1925,0.2225,0.35
8/26/2023,31.13031719,0.1925,0.2225,0.35
8/27/2023,30.92296912,0.1925,0.2225,0.35
8/28/2023,30.84792022,0.1925,0.2225,0.35
8/29/2023,30.80522929,0.1925,0.2225,0.35
8/30/2023,30.85326843,0.1925,0.2225,0.35
8/31/2023,30.84002668,0.1925,0.2225,0.35
9/1/2023,30.92632931,0.1925,0.2225,0.35
9/2/2023,30.92480868,0.1925,0.2225,0.35
9/3/2023,30.90047061,0.1925,0.2225,0.35
9/4/2023,30.96750695,0.1925,0.2225,0.35
9/5/2023,31.08395485,0.1925,0.2225,0.35
9/6/2023,31.04670611,0.1925,0.2225,0.35
9/7/2023,30.67058326,0.1925,0.2225,0.35
9/8/2023,30.50541918,0.1925,0.2225,0.35
9/9/2023,31.04435243,0.1925,0.2225,0.35
9/10/2023,30.68881724,0.1925,0.2225,0.35
9/11/2023,30.86527375,0.1925,0.2225,0.35
9/12/2023,30.71921754,0.1925,0.2225,0.35
9/13/2023,30.62159402,0.1925,0.2225,0.35
9/14/2023,30.98365599,0.1925,0.2225,0.35
9/15/2023,31.01728947,0.1925,0.2225,0.35
9/16/2023,30.81092914,0.1925,0.2225,0.35
9/17/2023,30.49968397,0.1925,0.2225,0.35
9/18/2023,30.81560523,0.1925,0.2225,0.35
9/19/2023,30.96053372,0.1925,0.2225,0.35
9/20/2023,30.67150816,0.1925,0.2225,0.35
9/21/2023,30.92832911,0.1925,0.2225,0.35
9/22/2023,30.89763463,0.1925,0.2225,0.35
9/23/2023,30.98950054,0.1925,0.2225,0.35
9/24/2023,30.91847517,0.1925,0.2225,0.35
9/25/2023,30.74966085,0.1925,0.2225,0.35
9/26/2023,31.0848703,0.1925,0.2225,0.35
9/27/2023,30.87550718,0.1925,0.2225,0.35
9/28/2023,30.89578145,0.1925,0.2225,0.35
9/29/2023,30.7558101,0.1925,0.2225,0.35
9/30/2023,30.83151289,0.1925,0.2225,0.35
10/1/2023,30.76329798,0.1925,0.2225,0.35
10/2/2023,30.87327983,0.1925,0.2225,0.35
10/3/2023,31.16445896,0.1925,0.2225,0.35
10/4/2023,30.68804127,0.1925,0.2225,0.35
10/5/2023,30.65070476,0.1925,0.2225,0.35
10/6/2023,31.12729582,0.1925,0.2225,0.35
10/7/2023,30.86765949,0.1925,0.2225,0.35
10/8/2023,30.79662826,0.1925,0.2225,0.35
10/9/2023,31.06066527,0.1925,0.2225,0.35
10/10/2023,30.8064324,0.1925,0.2225,0.35
10/11/2023,31.1821185,0.1925,0.2225,0.35
10/12/2023,31.00473955,0.1925,0.2225,0.35
10/13/2023,30.82461769,0.1925,0.2225,0.35
10/14/2023,31.23330412,0.1925,0.2225,0.35
10/15/2023,30.80641704,0.1925,0.2225,0.35
10/16/2023,31.01465373,0.1925,0.2225,0.35
10/17/2023,30.9462407,0.1925,0.2225,0.35
10/18/2023,31.10111903,0.1925,0.2225,0.35
10/19/2023,31.14125348,0.1925,0.2225,0.35
10/20/2023,30.90494464,0.1925,0.2225,0.35
10/21/2023,30.78359694,0.1925,0.2225,0.35
10/22/2023,30.9710657,0.1925,0.2225,0.35
10/23/2023,30.79529298,0.1925,0.2225,0.35
10/24/2023,31.21106833,0.1925,0.2225,0.35
10/25/2023,30.92109471,0.1925,0.2225,0.35
10/26/2023,30.84355782,0.1925,0.2225,0.35
10/27/2023,30.92853311,0.1925,0.2225,0.35
10/28/2023,30.69186899,0.1925,0.2225,0.35
10/29/2023,30.74988563,0.1925,0.2225,0.35
10/30/2023,31.08546395,0.1925,0.2225,0.35
10/31/2023,30.79850983,0.1925,0.2225,0.35
11/1/2023,30.73825225,0.1925,0.2225,0.35
11/2/2023,30.98291285,0.1925,0.2225,0.35
11/3/2023,31.08319129,0.1925,0.2225,0.35
11/4/2023,31.01107829,0.1925,0.2225,0.35
11/5/2023,31.05388937,0.1925,0.2225,0.35
11/6/2023,30.78307516,0.1925,0.2225,0.35
11/7/2023,30.68033025,0.1925,0.2225,0.35
11/8/2023,31.13195605,0.1925,0.2225,0.35
11/9/2023,30.85014596,0.1925,0.2225,0.35
11/10/2023,30.8612463,0.1925,0.2225,0.35
11/11/2023,31.10520599,0.1925,0.2225,0.35
11/12/2023,30.98593754,0.1925,0.2225,0.35
11/13/2023,30.97043466,0.1925,0.2225,0.35
11/14/2023,31.23449286,0.1925,0.2225,0.35
11/15/2023,30.80057643,0.1925,0.2225,0.35
11/16/2023,31.0433513,0.1925,0.2225,0.35
11/17/2023,30.90880853,0.1925,0.2225,0.35
11/18/2023,30.94149751,0.1925,0.2225,0.35
11/19/2023,31.13614837,0.1925,0.2225,0.35
11/20/2023,30.97846062,0.1925,0.2225,0.35
11/21/2023,30.98316674,0.1925,0.2225,0.35
11/22/2023,31.06570238,0.1925,0.2225,0.35
11/23/2023,30.8436148,0.1925,0.2225,0.35
11/24/2023,30.77034211,0.1925,0.2225,0.35
11/25/2023,30.73857698,0.1925,0.2225,0.35
11/26/2023,30.59619791,0.1925,0.2225,0.35
11/27/2023,31.217684,0.1925,0.2225,0.35
11/28/2023,30.72955431,0.1925,0.2225,0.35
11/29/2023,30.86581632,0.1925,0.2225,0.35
11/30/2023,30.85723235,0.1925,0.2225,0.35
12/1/2023,30.94749433,0.1925,0.2225,0.35
12/2/2023,31.0260314,0.1925,0.2225,0.35
12/3/2023,31.03294315,0.1925,0.2225,0.35
12/4/2023,30.80991454,0.1925,0.2225,0.35
12/5/2023,30.8741797,0.1925,0.2225,0.35
12/6/2023,30.9436586,0.1925,0.2225,0.35
12/7/2023,30.86157722,0.1925,0.2225,0.35
12/8/2023,31.14833489,0.1925,0.2225,0.35
12/9/2023,30.97585563,0.1925,0.2225,0.35
12/10/2023,31.01353862,0.1925,0.2225,0.35
12/11/2023,31.00241516,0.1925,0.2225,0.35
12/12/2023,31.08130171,0.1925,0.2225,0.35
12/13/2023,30.92796783,0.1925,0.2225,0.35
12/14/2023,30.69963946,0.1925,0.2225,0.35
12/15/2023,30.96175179,0.1925,0.2225,0.35
12/16/2023,30.79936536,0.1925,0.2225,0.35
12/17/2023,30.81832872,0.1925,0.2225,0.35
12/18/2023,30.99059324,0.1925,0.2225,0.35
12/19/2023,31.09131473,0.1925,0.2225,0.35
12/20/2023,30.90328646,0.1925,0.2225,0.35
12/21/2023,30.9477147,0.1925,0.2225,0.35
12/22/2023,31.16299221,0.1925,0.2225,0.35
12/23/2023,30.93719637,0.1925,0.2225,0.35
12/24/2023,31.30196004,0.1925,0.2225,0.35
12/25/2023,30.98737124,0.1925,0.2225,0.35
12/26/2023,30.62796215,0.1925,0.2225,0.35
12/27/2023,31.01639128,0.1925,0.2225,0.35
12/28/2023,30.95888897,0.1925,0.2225,0.35
12/29/2023,31.0992668,0.1925,0.2225,0.35
12/30/2023,31.00400652,0.1925,0.2225,0.35
12/31/2023,30.87860855,0.1925,0.2225,0.35
1/1/2024,30.71084592,0.1925,0.2225,0.35
1/2/2024,30.86770591,0.1925,0.2225,0.35
1/3/2024,30.76859459,0.1925,0.2225,0.35
1/4/2024,30.81030913,0.1925,0.2225,0.35
1/5/2024,30.99093536,0.1925,0.2225,0.35
1/6/2024,31.15800025,0.1925,0.2225,0.35
1/7/2024,30.96097675,0.1925,0.2225,0.35
1/8/2024,30.71523607,0.1925,0.2225,0.35
1/9/2024,30.96869111,0.1925,0.2225,0.35
1/10/2024,31.08487956,0.1925,0.2225,0.35
1/11/2024,30.80578854,0.1925,0.2225,0.35
1/12/2024,30.87929435,0.1925,0.2225,0.35
1/13/2024,30.90226933,0.1925,0.2225,0.35
1/14/2024,30.77873321,0.1925,0.2225,0.35
1/15/2024,31.00015933,0.1925,0.2225,0.35
1/16/2024,30.88131351,0.1925,0.2225,0.35
1/17/2024,30.96481776,0.1925,0.2225,0.35
1/18/2024,30.76288246,0.1925,0.2225,0.35
1/19/2024,30.83241269,0.1925,0.2225,0.35
1/20/2024,31.01160792,0.1925,0.2225,0.35
1/21/2024,30.84239728,0.1925,0.2225,0.35
1/22/2024,31.16681592,0.1925,0.2225,0.35
1/23/2024,30.83825621,0.1925,0.2225,0.35
1/24/2024,30.93471379,0.1925,0.2225,0.35
1/25/2024,31.04408528,0.1925,0.2225,0.35
1/26/2024,30.68086249,0.1925,0.2225,0.35
1/27/2024,30.62795504,0.1925,0.2225,0.35
1/28/2024,30.6642861,0.1925,0.2225,0.35
1/29/2024,31.09506924,0.1925,0.2225,0.35
1/30/2024,30.81473792,0.1925,0.2225,0.35
1/31/2024,31.29524179,0.1925,0.2225,0.35
2/1/2024,30.81282375,0.1925,0.2225,0.35
2/2/2024,30.92851318,0.1925,0.2225,0.35
2/3/2024,31.13825599,0.1925,0.2225,0.35
2/4/2024,31.20994135,0.1925,0.2225,0.35
2/5/2024,31.2185023,0.1925,0.2225,0.35
2/6/2024,31.08669258,0.1925,0.2225,0.35
2/7/2024,31.05821766,0.1925,0.2225,0.35
2/8/2024,30.99154541,0.1925,0.2225,0.35
2/9/2024,31.02025679,0.1925,0.2225,0.35
2/10/2024,30.81484181,0.1925,0.2225,0.35
2/11/2024,30.77358827,0.1925,0.2225,0.35
2/12/2024,30.89947865,0.1925,0.2225,0.35
2/13/2024,30.87370648,0.1925,0.2225,0.35
2/14/2024,30.82997627,0.1925,0.2225,0.35
2/15/2024,31.00759186,0.1925,0.2225,0.35
2/16/2024,31.04759465,0.1925,0.2225,0.35
2/17/2024,30.91365886,0.1925,0.2225,0.35
2/18/2024,31.1282784,0.1925,0.2225,0.35
2/19/2024,30.72360903,0.1925,0.2225,0.35
2/20/2024,30.87007961,0.1925,0.2225,0.35
2/21/2024,30.78925095,0.1925,0.2225,0.35
2/22/2024,30.61162009,0.1925,0.2225,0.35
2/23/2024,30.88722583,0.1925,0.2225,0.35
2/24/2024,30.88119001,0.1925,0.2225,0.35
2/25/2024,31.13382799,0.1925,0.2225,0.35
2/26/2024,30.99746041,0.1925,0.2225,0.35
2/27/2024,30.74176314,0.1925,0.2225,0.35
2/28/2024,31.1864573,0.1925,0.2225,0.35
2/29/2024,31.08864971,0.1925,0.2225,0.35
3/1/2024,30.9899341,0.1925,0.2225,0.35
3/2/2024,30.86500821,0.1925,0.2225,0.35
3/3/2024,30.75176664,0.1925,0.2225,0.35
3/4/2024,30.84249405,0.1925,0.2225,0.35
3/5/2024,31.06821166,0.1925,0.2225,0.35
3/6/2024,48.45230071,0.2725,0.3025,0.35
3/7/2024,48.37037845,0.2725,0.3025,0.35
3/8/2024,47.88267614,0.2725,0.3025,0.35
3/9/2024,47.73129182,0.2725,0.3025,0.35
3/10/2024,48.0338127,0.2725,0.3025,0.35
3/11/2024,47.57557455,0.2725,0.3025,0.35
3/12/2024,48.07756025,0.2725,0.3025,0.35
3/13/2024,47.96457538,0.2725,0.3025,0.35
3/14/2024,47.88815124,0.2725,0.3025,0.35
3/15/2024,47.61727126,0.2725,0.3025,0.35
3/16/2024,48.12326403,0.2725,0.3025,0.35
3/17/2024,47.8721518,0.2725,0.3025,0.35
3/18/2024,47.71921996,0.2725,0.3025,0.35
3/19/2024,47.31065707,0.2725,0.3025,0.35
3/20/2024,47.99339642,0.2725,0.3025,0.35
3/21/2024,48.42534038,0.2725,0.3025,0.35
3/22/2024,48.39870221,0.2725,0.3025,0.35
3/23/2024,47.8902969,0.2725,0.3025,0.35
3/24/2024,47.85546911,0.2725,0.3025,0.35
3/25/2024,48.11250582,0.2725,0.3025,0.35
3/26/2024,47.76038749,0.2725,0.3025,0.35
3/27/2024,48.07243006,0.2725,0.3025,0.35
3/28/2024,48.18385927,0.2725,0.3025,0.35
